ISO3,Year,Attack_Count,GDP_USD,GDP_per_capita_USD,Internet_Penetration,Cellular Subscription,No. of Internet Users,Broadband Subscription,Population,Population Growth,Growth Rate (%),Decade,Penetration_Index,Digital_Exposure_Index,Economic_Exposure,Connectivity_Score,Attack_Density,Growth_Adjusted_Risk
BRA,2009,,1667000000000.0,8597.794335,39.22000122,87.36326599,76289786.0,6.049928665,193886508.0,1856146.0,0.9665898562436704,2000s,,2992085499.993539,21850.89364387521,93.413194655,,
BRA,2010,,2208840000000.0,11286.07154,40.65000153,100.6214905,79817702.0,7.204858303,195713635.0,1827127.0,0.9423693370144146,2010s,,3244589708.421084,27673.560433999966,107.82634880299999,,
BRA,2011,,2616160000000.0,13245.38737,45.68999863,118.6532974,90550859.0,9.028728485,197514534.0,1800899.0,0.9201704316615448,2010s,,4137268623.655323,28891.6088581777,127.682025885,,
BRA,2012,,2465230000000.0,12370.22325,48.56000137,124.6058884,97109180.0,9.594011307,199287296.0,1772762.0,0.8975349631738998,2010s,,4715621913.839577,25386.1684343334,134.199899707,,
BRA,2013,,2472820000000.0,12300.38671,51.04000092,134.8514252,102958796.0,10.62528324,201035903.0,1748607.0,0.8774302402095917,2010s,,5255017042.562092,24017.569125419843,145.47670843999998,,
BRA,2014,8.0,2456040000000.0,12112.83496,54.5510025,138.4511871,110989278.0,11.82082748,202763735.0,1727832.0,0.8594643912933303,2010s,0.0011889190512612486,6054576381.651196,22128.623991949924,150.27201458,3.945478711960006e-08,6.875715130346642
BRA,2015,7.0,1802210000000.0,8813.989806,58.32795334,126.0879593,119682082.0,12.46259022,204471769.0,1708034.0,0.8423764732879871,2010s,0.0013386471865366432,6980810894.530054,15058.31090070776,138.55054952,3.423455489349241e-08,5.89663531301591
BRA,2016,15.0,1795690000000.0,8710.06329,60.87253952,118.3855972,125920682.0,13.02890015,206163058.0,1691289.0,0.8271503730179983,2010s,0.0027833768230679156,7665111691.430352,14260.485025009633,131.41449735,7.275794289003998e-08,12.407255595269975
BRA,2017,10.0,2063510000000.0,9928.675897,67.47128296,106.4644852,140680972.0,13.90912533,207833831.0,1670773.0,0.8104133767748051,2010s,0.0014709577555401814,9491925668.899837,14668.010681643571,120.37361053,4.8115361930657e-08,8.104133767748051
BRA,2018,6.0,1916930000000.0,9151.381732,70.4342804,99.97170258,148029327.0,14.91053867,209469333.0,1635502.0,0.7869277066831338,2010s,0.0009178208192589648,10426339125.341291,12949.663683872588,114.88224124999999,2.8643811072812267e-08,4.721566240098803
BRA,2019,4.0,1873290000000.0,8876.059836,73.91243744,95.7164917,156533889.0,15.59207344,,,,,0.0006015695456164788,11569801277.952404,11967.312713990004,111.30856514000001,,
BRA,2020,13.0,1448570000000.0,6814.875632,81.34269714,96.83634949,173419624.0,17.09859276,,,,,0.002316649488130262,14106419953.164675,8352.976246794307,113.93494225,,
BRB,2005,,3819500000.0,13822.74175,52.5,74.61919403,141482.0,11.55965996,276323.0,1039.0,0.3774284012147455,2000s,,7427805.0,26996.36702902136,86.17885399000001,,
BRB,2006,,4217450803.0,15199.39022,55.29999924,85.45536804,149551.0,13.98314095,277477.0,1154.0,0.4176271971569504,2000s,,8270170.18634124,28200.75294046847,99.43850899,,
BRB,2007,,4674007452.0,16770.68777,58.20000076,92.42769623,157990.0,16.91173363,278700.0,1223.0,0.4407572519524141,2000s,,9195018.1200724,29584.198063168555,109.33942986,,
BRB,2008,,4784925079.0,17092.31451,61.40000153,103.1134567,167405.0,17.58053398,279946.0,1246.0,0.447075708647291,2000s,,10278667.25612965,28582.9281025059,120.69399068,,
BRB,2009,,4465657315.0,15885.96981,64.69999695,119.9061584,177149.0,20.3856926,281104.0,1158.0,0.4136512041608025,2000s,,11461539.75969555,25208.481645394553,140.291851,,
BRB,2010,,4529928302.0,16056.11685,65.09999847,124.0774689,178841.0,19.91628075,282131.0,1027.0,0.3653452103136206,2010s,,11642548.82637327,25329.36128740054,143.99374964999998,,
BRB,2011,,4657699461.0,16459.05805,66.5,122.944519,183208.0,22.13317299,282987.0,856.0,0.3034051557609762,2010s,,12183332.0,25423.01352015196,145.07769199,,
BRB,2012,,4610095998.0,16250.01233,71.19999695,123.12117,196659.0,23.57552528,283700.0,713.0,0.2519550368038107,2010s,,14002120.20019005,23442.07993531951,146.69669528,,
BRB,2013,,4677248302.0,16452.15271,71.80000305,108.2350769,198795.0,23.84767914,284296.0,596.0,0.2100810715544589,2010s,,14273481.60632475,23527.997696119117,132.08275604,,
BRB,2014,0.0,4696344342.0,16488.52573,75.16000366,107.2430191,208570.0,27.29034615,284825.0,529.0,0.1860736696963728,2010s,0.0,15676121.9633662,22516.87367310735,134.53336525,0.0,0.0
BRB,2015,1.0,4724691213.0,16558.86478,76.11000061,117.3374863,211658.0,27.43162155,285324.0,499.0,0.175195295356798,2010s,7.831748521003136e-05,16109290.50911138,22322.289792967902,144.76910784999998,3.5047875397793386e-06,0.175195295356798
BRB,2016,0.0,4832811756.0,16909.88655,79.54940033,116.2395554,221672.0,30.40175438,285796.0,472.0,0.1654259718775848,2010s,0.0,17633874.66995176,21801.633747157965,146.64130978,0.0,0.0
BRB,2017,0.0,4981588900.0,17404.20747,81.76078033,115.1391144,228275.0,31.2124424,286233.0,437.0,0.1529062688071211,2010s,0.0,18663942.12983075,21822.75282006352,146.3515568,0.0,0.0
BRB,2018,1.0,5097283213.0,17782.87473,0.0,114.891449,0.0,31.16790771,286641.0,408.0,0.1425412164215866,2010s,0.005623387754697409,0.0,inf,146.05935671,3.488684451980003e-06,0.1425412164215866
BRB,2019,0.0,5304164323.0,18480.05659,0.0,114.7377396,0.0,37.21034622,,,,,0.0,0.0,inf,151.94808582,,
BRB,2020,0.0,4689534962.0,16318.74811,0.0,102.6533279,0.0,44.54110336,,,,,0.0,0.0,inf,147.19443126,,
BRN,2005,,9531402848.0,26105.42203,36.46639252,63.78829575,133732.0,2.225606203,365114.0,5681.0,1.5805449137947822,2000s,,4876723.60448464,71272.41683366733,66.013901953,,
BRN,2006,,11470703002.0,30979.96284,42.18634796,81.40159607,157277.0,2.420981884,370263.0,5149.0,1.4102444715896951,2000s,,6634942.24810492,72933.12437292167,83.822577954,,
BRN,2007,,12247694247.0,32663.39237,44.68000031,97.64591217,169230.0,3.098155737,374965.0,4702.0,1.2699081463716333,2000s,,7561196.4524612995,72373.06770076227,100.744067907,,
BRN,2008,,14393099069.0,37934.67645,46.0,105.1225433,176906.0,4.45178318,379421.0,4456.0,1.1883775819076448,2000s,,8137676.0,81360.15210902966,109.57432648,,
BRN,2009,,10732366286.0,27956.00514,49.0,107.5476837,191258.0,5.217162609,383906.0,4485.0,1.1820642505290957,2000s,,9371642.0,56114.6006232419,112.76484630899999,,
BRN,2010,,13707370737.0,35270.64214,53.0,111.9538116,209914.0,5.583230019,388646.0,4740.0,1.2346772386990563,2010s,,11125442.0,65299.93586421106,117.537041619,,
BRN,2011,,18525319978.0,47055.96064,56.0,112.5665512,224848.0,5.889181137,393688.0,5042.0,1.2973245575665258,2010s,,12591488.0,82390.41476019355,118.455732337,,
BRN,2012,,19047940301.0,47739.55769,60.27306366,117.7325668,245093.0,4.974823952,398989.0,5301.0,1.3464977342464082,2010s,,14772505.99162038,77717.19429359467,122.707390752,,
BRN,2013,,18093829923.0,44740.85942,64.5,115.9222717,265549.0,6.813939095,404421.0,5432.0,1.3614410422342471,2010s,,17127910.5,68137.44327035689,122.73621079499999,,
BRN,2014,0.0,17098342541.0,41725.86752,68.76999664,110.3192291,286544.0,7.384404182,409769.0,5348.0,1.3223843470047305,2010s,0.0,19705629.917212162,59670.91455762466,117.703633282,0.0,0.0
BRN,2015,0.0,12930394938.0,31164.03625,71.19999695,111.6838226,300072.0,8.297039986,414907.0,5138.0,1.2538771844624654,2010s,0.0,21365125.4847804,43090.97462608974,119.980862586,0.0,0.0
BRN,2016,0.0,11400854268.0,27158.40565,90.0,124.69104,383401.0,8.604097366,419800.0,4893.0,1.179300421540249,2010s,0.0,34506090.0,29736.109890167212,133.295137366,0.0,0.0
BRN,2017,0.0,12128104859.0,28571.60829,94.86669159,128.3313599,408202.0,9.675998688,424473.0,4673.0,1.113149118627918,2010s,0.0,38724773.24042118,29711.037327107657,138.007358588,0.0,0.0
BRN,2018,0.0,13567351175.0,31628.47626,95.0,131.9342194,412569.0,11.52826691,428962.0,4489.0,1.057546651966085,2010s,0.0,39194055.0,32885.047531443226,143.46248630999997,0.0,0.0
BRN,2019,0.0,13469422959.0,31085.96193,95.0,132.6607208,416155.0,12.50793362,,,,,0.0,39534725.0,32366.36099289928,145.16865442,,
BRN,2020,0.0,12005825770.0,27442.95383,95.0,122.6548004,419649.0,16.24717903,,,,,0.0,39866655.0,28609.20857669147,138.90197943,,
BTN,2005,,796938120.2,1228.432356,3.847106695,5.549227238,25519.0,0.0,648739.0,9924.0,1.5535014049450937,2000s,,98174.315749705,31229.2064814452,5.549227238,,
BTN,2006,,874989895.6,1330.977444,4.518317223,12.48505497,30421.0,0.0,657410.0,8671.0,1.336592990401379,2000s,,137451.728240883,28762.69338943493,12.48505497,,
BTN,2007,,1168308517.0,1757.190496,5.920000076,22.47622108,40352.0,0.0,664876.0,7466.0,1.1356687607429157,2000s,,238883.843066752,28952.92716593973,22.47622108,,
BTN,2008,,1227808791.0,1828.154677,6.550000191,37.73437881,45178.0,0.30672425,671613.0,6737.0,1.013271647645576,2000s,,295915.908628998,27177.13911638408,38.041103060000005,,
BTN,2009,,1234014292.0,1819.19731,7.170000076,49.96705246,50024.0,0.497992843,678323.0,6710.0,0.9990872719855036,2000s,,358672.083801824,24668.444986406525,50.465045303,,
BTN,2010,,1547991318.0,2258.186435,13.60000038,57.5221405,95951.0,1.265494108,685503.0,7180.0,1.0584927829367423,2010s,,1304933.6364613802,16133.144188179383,58.787634608,,
BTN,2011,,1777101317.0,2563.261224,14.39999962,69.83850861,102721.0,1.908703089,693298.0,7795.0,1.1371212088057965,2010s,,1479182.3609660198,17300.27274851296,71.747211699,,
BTN,2012,,1781281282.0,2538.949519,15.60000038,79.94657898,112500.0,2.389745474,701583.0,8285.0,1.1950128227688528,2010s,,1755000.04275,15833.611395555556,82.33632445399999,,
BTN,2013,,1756215665.0,2472.724753,22.39999962,76.64160156,163273.0,2.88368535,710238.0,8655.0,1.2336387854323725,2010s,,3657315.13795626,10756.314056825073,79.52528690999999,,
BTN,2014,0.0,1907090813.0,2652.225654,30.29999924,86.85511017,223118.0,3.473865032,719056.0,8818.0,1.2415556475434997,2010s,0.0,6760475.23043032,8547.453871942202,90.32897520200001,0.0,0.0
BTN,2015,0.0,2003598213.0,2752.630172,39.79999924,92.83820343,295827.0,3.829498529,727876.0,8820.0,1.226608219665784,2010s,0.0,11773914.375171479,6772.871350485249,96.667701959,0.0,0.0
BTN,2016,0.0,2158972129.0,2930.574923,41.77264404,94.79644775,313196.0,2.238200188,736709.0,8833.0,1.2135308761382433,2010s,0.0,13083025.022751842,6893.357926027153,97.03464793799999,0.0,0.0
BTN,2017,0.0,2450364928.0,3286.596744,46.20000076,97.99614716,349332.0,2.240856886,745568.0,8859.0,1.202510081999813,2010s,0.0,16139138.66549232,7014.430192481651,100.23700404600001,0.0,0.0
BTN,2018,0.0,2446866405.0,3243.477437,49.5,93.26155853,377241.0,1.431889176,754394.0,8826.0,1.1837954418644576,2010s,0.0,18673429.5,6486.21545643236,94.693447706,0.0,0.0
BTN,2019,0.0,2535657069.0,3322.863329,53.5,95.56370544,410595.0,1.14979589,,,,,0.0,21966832.5,6175.567332773171,96.71350133000001,,
BTN,2020,0.0,2315436303.0,3000.777986,53.5,96.56937408,413294.0,0.413292766,,,,,0.0,22111229.0,5602.3951545389,96.982666846,,
BWA,2005,,9918907108.0,5513.331063,3.26255393,31.33727455,61754.0,0.088934444,1799078.0,33551.0,1.900339105547522,2000s,,201475.75539322,160619.6701104382,31.426208994,,
BWA,2006,,10137883299.0,5521.990608,4.289933205,44.83176804,82741.0,0.098044127,1835908.0,36830.0,2.047159711807937,2000s,,354953.363314905,122525.51091961663,44.929812167,,
BWA,2007,,10939053365.0,5832.737052,5.28000021,61.41222,103857.0,0.188753799,1875459.0,39551.0,2.1543018495480166,2000s,,548364.98180997,105328.03147597177,61.600973798999995,,
BWA,2008,,10945070442.0,5713.543931,6.25,77.56111908,125458.0,0.464596927,1915639.0,40180.0,2.1424088716415555,2000s,,784112.5,87240.91283138581,78.025716007,,
BWA,2009,,10267133178.0,5255.776533,6.150000095,95.93564606,126013.0,0.511902213,1953498.0,37859.0,1.976311820755372,2000s,,774979.961971235,81476.77761818226,96.447548273,,
BWA,2010,,12786654498.0,6434.812485,6.0,118.9374008,125500.0,0.602786481,1987105.0,33607.0,1.7203498544661937,2010s,,753000.0,101885.69321115538,119.540187281,,
BWA,2011,,15351972361.0,7617.310041,9.0,143.9048615,192064.0,0.948941708,2015402.0,28297.0,1.4240314427269822,2010s,,1728576.0,79931.54553169776,144.85380320800002,,
BWA,2012,,14380004175.0,7050.573472,16.0,151.0978851,348069.0,1.09023726,2039551.0,24149.0,1.1982224886151744,2010s,,5569104.0,41313.65957611853,152.18812236000002,,
BWA,2013,,14901750991.0,7224.912737,30.0,157.4163055,665186.0,1.046763539,2062536.0,22985.0,1.1269637287814818,2010s,,19955580.0,22402.38217731582,158.463069039,,
BWA,2014,0.0,15654660710.0,7495.220866,36.74474716,163.2901306,830572.0,1.593876958,2088614.0,26078.0,1.2643658098573796,2010s,0.0,30519158.13817552,18848.04774300121,164.884007558,0.0,0.0
BWA,2015,0.0,13578754072.0,6402.910183,37.31204987,163.8751678,860109.0,1.737384915,2120716.0,32102.0,1.5370001350177678,2010s,0.0,32092429.901635833,15787.247979035215,165.61255271500002,0.0,0.0
BWA,2016,0.0,15082578065.0,6982.917492,39.36299896,152.2730103,925983.0,2.734212875,2159944.0,39228.0,1.8497526307152865,2010s,0.0,36449467.86597768,16288.180306765891,155.007223175,0.0,0.0
BWA,2017,0.0,16088437675.0,7296.092142,41.41379547,146.9601593,994696.0,1.470876336,2205128.0,45184.0,2.091906086454093,2010s,0.0,41194136.69882712,16174.225768475997,148.431035636,0.0,0.0
BWA,2018,0.0,16914245098.0,7503.878588,58.0,150.0055847,1421818.0,1.776521325,2254126.0,48998.0,2.2220025322793053,2010s,0.0,82465444.0,11896.209710384874,151.78210602500002,0.0,0.0
BWA,2019,0.0,16695925027.0,7247.429476,61.0,162.6411743,1524820.0,2.139821291,,,,,0.0,93014020.0,10949.439951600845,164.780995591,,
BWA,2020,0.0,14930072799.0,6348.832318,64.0,162.8407898,1629699.0,11.03597641,,,,,0.0,104300736.0,9161.245603636009,173.87676621,,
CAF,2005,,1337894380.0,331.2948211,0.268195599,2.476239204,11288.0,0.0,4038382.0,78507.0,1.982562580889548,2000s,,3027.391921512,118523.59851169384,2.476239204,,
CAF,2006,,1461859763.0,354.986192,0.311159164,2.671154737,13362.0,0.0,4118069.0,79687.0,1.9732407682086537,2000s,,4157.708749368,109404.26305942224,2.671154737,,
CAF,2007,,1699811293.0,404.909403,0.375815958,8.099075317,16444.0,0.0,4198010.0,79941.0,1.941225365577896,2000s,,6179.917613352,103369.69672828996,8.099075317,,
CAF,2008,,1993407887.0,466.4723203,1.0,13.33843136,44672.0,0.0,4273366.0,75356.0,1.7950409837041836,2000s,,44672.0,44623.20663950573,13.33843136,,
CAF,2009,,2067381664.0,476.6162628,1.799999952,19.91045761,82162.0,0.0,4337625.0,64259.0,1.503709254016623,2000s,,147891.596056224,25162.260704461918,19.91045761,,
CAF,2010,,2142591376.0,488.4217358,2.0,22.32240295,93201.0,0.0,4386768.0,49143.0,1.1329471773147748,2010s,,186402.0,22988.93119172541,22.32240295,,
CAF,2011,,2437982840.0,551.7497219,2.200000048,22.46041107,104105.0,0.018331446,4418636.0,31868.0,0.7264573827473894,2010s,,229031.00499704003,23418.49901541713,22.478742516,,
CAF,2012,,2510126699.0,565.8012071,2.400000095,25.76660919,114559.0,0.013637134,4436415.0,17779.0,0.4023639874386575,2010s,,274941.610883105,21911.213427142346,25.780246324,,
CAF,2013,,1691544192.0,380.2979111,2.5,30.5826683,120061.0,0.0,4447942.0,11527.0,0.2598269097909009,2010s,,300152.5,14089.03967150032,30.5826683,,
CAF,2014,0.0,1894813505.0,424.4491317,2.700000048,25.88652992,129566.0,0.0,4464175.0,16233.0,0.3649552984279021,2010s,0.0,349828.20621916803,14624.31120046926,25.88652992,0.0,0.0
CAF,2015,0.0,1695825708.0,377.4229177,2.900000095,27.65294838,139761.0,0.041351654,4493170.0,28995.0,0.649504107701871,2010s,0.0,405306.913277295,12133.75482430721,27.694300034,0.0,0.0
CAF,2016,0.0,1825018191.0,402.1916451,3.099999905,27.51062965,152030.0,0.01621972,4537687.0,44517.0,0.9907704360173332,2010s,0.0,471292.98555715,12004.3293494705,27.526849369999997,0.0,0.0
CAF,2017,0.0,2072349974.0,450.900697,4.0,25.57404518,199870.0,0.013468166,4596028.0,58341.0,1.2856990797293864,2010s,0.0,799480.0,10368.489388102267,25.587513345999998,0.0,0.0
CAF,2018,0.0,2220978978.0,475.9538139,5.099999905,27.41448975,259835.0,0.013029405,4666377.0,70349.0,1.5306477680292636,2010s,0.0,1325158.475315675,8547.651309484865,27.427519155000002,0.0,0.0
CAF,2019,0.0,2221301401.0,468.1175148,8.300000191,33.61921692,432374.0,0.010515923,,,,,0.0,3588704.282583434,5137.4536882421235,33.629732843,,
CAF,2020,0.0,2326720921.0,481.7462966,10.39999962,37.91073227,555674.0,0.0,,,,,0.0,5779009.388843879,4187.2049457055755,37.91073227,,
CAN,2005,,1173110000000.0,36382.50792,71.66000366,52.90522385,23085925.0,21.77569008,32243753.0,303098.0,0.948941090907497,2000s,,1654337469.9944856,50814.94460369251,74.68091393,,
CAN,2006,,1319260000000.0,40504.06073,72.40000153,57.62395859,23553070.0,24.72263336,32571174.0,327421.0,1.0154556139913369,2000s,,1705242304.036197,56012.23110193278,82.34659195,,
CAN,2007,,1468820000000.0,44659.89514,73.19999695,61.57580185,24055318.0,27.55877113,32889025.0,317851.0,0.9758659604962352,2000s,,1760849204.23128,61060.09490292334,89.13457298,,
CAN,2008,,1552990000000.0,46710.50558,76.69999695,66.26894379,25478621.0,29.52309608,33247118.0,358093.0,1.088791777804298,2000s,,1954210152.990206,60952.67086864709,95.79203987,,
CAN,2009,,1374630000000.0,40876.31015,80.30000305,70.56194305,26975919.0,30.49241829,33628895.0,381777.0,1.148301034694195,2000s,,2166166377.976553,50957.67080261473,101.05436134,,
CAN,2010,,1617340000000.0,47562.08343,80.30000305,75.62882233,27272624.0,31.67752457,34004889.0,375994.0,1.1180682564800302,2010s,,2189991790.381503,59302.69122619078,107.30634690000001,,
CAN,2011,,1793330000000.0,52223.69611,83.0,77.70890045,28488535.0,32.66604996,34339328.0,334439.0,0.9835026957447208,2010s,,2364548405.0,62949.1828905909,110.37495041,,
CAN,2012,,1828370000000.0,52669.08996,83.0,79.37683105,28794257.0,33.47432709,34714222.0,374894.0,1.0917336530289703,2010s,,2389923331.0,63497.73150944649,112.85115814000001,,
CAN,2013,,1846600000000.0,52635.17496,85.80000305,80.34784698,30084652.0,34.26530075,35082954.0,368732.0,1.0621928960412823,2010s,,2581263233.3581886,61380.13496051076,114.61314773000001,,
CAN,2014,11.0,1805750000000.0,50955.99832,87.12000275,80.72209167,30844502.0,35.23968506,35437435.0,354481.0,1.0104080745310102,2010s,0.00024497562170501004,2687173099.0623803,58543.65876939754,115.96177673,3.1040621309076123e-07,11.114488819841112
CAN,2015,24.0,1556510000000.0,43596.13554,90.0,82.61933136,32158908.0,36.40462494,35702908.0,265473.0,0.7491315327985787,2010s,0.0006049533071441215,2894301720.0,48400.586238811346,119.02395630000001,6.722141512954631e-07,17.979156787165888
CAN,2016,18.0,1527990000000.0,42315.60371,91.16000366,84.52312469,32921097.0,36.79332733,36109487.0,406579.0,1.1387839892481588,2010s,0.00046156139844294133,3001087323.011215,46413.70243524996,121.31645202,4.984839579692727e-07,20.49811180646686
CAN,2017,18.0,1649270000000.0,45129.4293,92.70137024,86.28149414,33886378.0,37.90637207,36543321.0,433834.0,1.201440496786897,2010s,0.0004256638038990349,3141313673.070591,48670.58969831476,124.18786621000001,4.925660697340562e-07,21.625928942164148
CAN,2018,31.0,1725330000000.0,46548.63841,94.63999939,89.57894135,35050170.0,38.96365738,37057765.0,514444.0,1.4077647732125933,2010s,0.0006963300655275622,3317148067.4193964,49224.58293354925,128.54259873,8.365318307782458e-07,43.640707969590395
CAN,2019,32.0,1742020000000.0,46328.67184,96.5,91.86310577,36209294.0,40.47514343,,,,,0.000708427665137072,3494196871.0,48109.74773493236,132.3382492,,
CAN,2020,69.0,1645420000000.0,43258.26387,96.97000122,85.73967743,36740677.0,41.9314003,,,,,0.0016281218016358395,3562743493.513626,44784.69463151156,127.67107773000001,,
CEB,2014,0.0,1465930000000.0,14164.07445,,,,,103496179.0,-217547.0,-0.2097571926014884,2010s,0.0,,,,0.0,-0.0
CEB,2015,0.0,1293060000000.0,12522.66106,,,,,103257751.0,-238428.0,-0.2303737222994483,2010s,0.0,,,,0.0,-0.0
CEB,2016,0.0,1321560000000.0,12831.40994,,,,,102994343.0,-263408.0,-0.2550975567926131,2010s,0.0,,,,0.0,-0.0
CEB,2017,0.0,1464530000000.0,14254.7381,,,,,102738854.0,-255489.0,-0.2480611969144752,2010s,0.0,,,,0.0,-0.0
CEB,2018,0.0,1645460000000.0,16047.2797,,,,,102511922.0,-226932.0,-0.2208823547905255,2010s,0.0,,,,0.0,-0.0
CHE,2005,,420545000000.0,56546.78566,70.09999847,92.51933289,5207334.0,22.59724617,7437115.0,47490.0,0.6426577803339141,2000s,,365034105.432779,80760.13560873953,115.11657905999999,,
CHE,2006,,443802000000.0,59300.61722,75.69999695,99.70767975,5658585.0,27.48988342,7483934.0,46819.0,0.6295317471896024,2000s,,428354867.2413157,78429.8548135267,127.19756317,,
CHE,2007,,493537000000.0,65359.51922,77.19999695,108.9147339,5822354.0,31.58542824,7551117.0,67183.0,0.8976963185404896,2000s,,449485711.0418203,84765.88678737156,140.50016214,,
CHE,2008,,570304000000.0,74572.23237,79.19999695,116.7114639,6049524.0,33.53479004,7647675.0,96558.0,1.2787247237726551,2000s,,479122282.3489518,94272.54111232553,150.24625394,,
CHE,2009,,558200000000.0,72083.1677,81.30000305,120.854332,6288069.0,35.53584671,7743831.0,96156.0,1.2573233041414549,2000s,,511220028.87861043,88771.29051859959,156.39017871,,
CHE,2010,,603434000000.0,77117.12601,83.90000153,123.5056763,6563031.0,37.31128693,7824909.0,81078.0,1.0470011548547482,2010s,,550638310.9414374,91944.40800294864,160.81696323,,
CHE,2011,,722038000000.0,91254.03476,85.19303131,127.5154419,6739610.0,38.93184662,7912398.0,87489.0,1.118083290169892,2010s,,574167805.747189,107133.49882263217,166.44728852,,
CHE,2012,,692110000000.0,86547.67089,85.19999695,131.8813629,6812369.0,40.11446381,7996861.0,84463.0,1.0674766360337282,2010s,,580413818.0222745,101596.08206777995,171.99582671,,
CHE,2013,,712748000000.0,88109.48675,86.33999634,136.2535858,6983498.0,42.39913177,8089346.0,92485.0,1.156516288078535,2010s,,602955191.7603973,102061.74613352792,178.65271757,,
CHE,2014,0.0,734397000000.0,89684.70758,87.40000153,135.8761597,7156130.0,43.09024048,8188649.0,99303.0,1.227577606397353,2010s,0.0,625445772.9488789,102624.8824434436,178.96640018,0.0,0.0
CHE,2015,4.0,702150000000.0,84776.14217,87.47905731,135.5130157,7244784.0,44.60242844,8282396.0,93747.0,1.144840864469829,2010s,5.332684067259259e-05,633766874.7345711,96918.0033524809,180.11544414000002,4.829520346527743e-07,4.579363457879316
CHE,2016,6.0,695601000000.0,83073.28008,89.13468933,134.1553192,7463160.0,45.05910873,8373338.0,90942.0,1.0980155983848152,2010s,8.013051346448395e-05,665226448.0200828,93204.6210988375,179.21442793,7.165601101973908e-07,6.588093590308891
CHE,2017,1.0,704479000000.0,83352.08865,89.6861496,131.1359406,7579994.0,46.31990051,8451840.0,78502.0,0.9375233628452596,2010s,1.3229473183088803e-05,679820475.8511024,92939.2556247406,177.45584111,1.1831743147054369e-07,0.9375233628452596
CHE,2018,11.0,735539000000.0,86388.40495,91.80000305,126.5434494,7816248.0,45.55541992,8513227.0,61387.0,0.7263152165682266,2010s,0.0001372110978683159,717531590.2395564,94103.84624438733,172.09886932,1.292106976590663e-06,7.989467382250493
CHE,2019,3.0,731767000000.0,85334.51946,93.14608765,126.7161636,7987829.0,46.82049942,,,,,3.7341712454754305e-05,744035020.1672119,91610.2485418754,173.53666302,,
CHE,2020,13.0,752248000000.0,87100.41482,94.19999695,127.306694,8137569.0,46.54435349,,,,,0.00015677838791681127,766558974.9804145,92441.3667030043,173.85104748999998,,
CHL,2005,,122315000000.0,7558.371754,31.17534637,65.31393433,5042710.0,4.378521919,16182721.0,167750.0,1.047457407197303,2000s,,157208230.8934627,24255.80689748171,69.69245624899999,,
CHL,2006,,153840000000.0,9406.584485,34.49774933,76.13071442,5635060.0,6.185733318,16354504.0,171783.0,1.0615211125496138,2000s,,194396887.3395098,27300.507891663976,82.31644773800001,,
CHL,2007,,172566000000.0,10439.42846,35.90000153,84.42248535,5921900.0,7.878370285,16530195.0,175691.0,1.0742667585638794,2000s,,212596219.06050697,29140.30969790101,92.300855635,,
CHL,2008,,179663000000.0,10752.9723,37.29999924,88.55856323,6214726.0,8.541751862,16708258.0,178063.0,1.0771984238540442,2000s,,231809275.0768082,28909.239120115675,97.100315092,,
CHL,2009,,171413000000.0,10151.05852,41.56000137,97.41822815,6995982.0,9.798992157,16886186.0,177928.0,1.064910537052995,2000s,,290753021.5044954,24501.635367272243,107.217220307,,
CHL,2010,,217105000000.0,12724.10406,45.0,116.3498917,7651875.0,10.48704052,17062536.0,176350.0,1.0443447679659574,2010s,,344334375.0,28372.784448256145,126.83693222,,
CHL,2011,,251225000000.0,14577.63266,52.24960709,129.4870453,8973122.0,11.67049694,17233576.0,171040.0,1.0024301194148395,2010s,,468842098.870635,27997.501872815283,141.15754224,,
CHL,2012,,267176000000.0,15354.6184,55.04999924,137.5890503,9546644.0,12.44992447,17400347.0,166771.0,0.9677097777037106,2010s,,525542744.9445505,27986.379297269283,150.03897476999998,,
CHL,2013,,277239000000.0,15777.78151,58.0,134.6574249,10155757.0,13.06187916,17571507.0,171160.0,0.9836585442807548,2010s,,589033906.0,27298.703582608367,147.71930405999998,,
CHL,2014,0.0,259405000000.0,14606.99672,61.11000061,133.3451996,10808592.0,14.01949883,17758959.0,187452.0,1.066795238450521,2010s,0.0,660513063.7132411,23999.888237061776,147.36469843,0.0,0.0
CHL,2015,2.0,242497000000.0,13495.01061,76.6295929,129.1440582,13693802.0,15.13376141,17969353.0,210394.0,1.1847203431237157,2010s,0.00019091034244314383,1049350472.5132059,17708.522439567914,144.27781961,1.1130061277108864e-07,2.3694406862474313
CHL,2016,1.0,249299000000.0,13690.90746,83.55858612,127.9725189,15110634.0,15.95128345,18209068.0,239715.0,1.3340213195210755,2010s,8.637937400699253e-05,1262623212.4168,16498.248849121752,143.92380235,5.491769265730679e-08,1.3340213195210755
CHL,2017,1.0,276365000000.0,14962.55685,82.32748413,124.5944748,15122391.0,16.57996368,18470439.0,261371.0,1.4353892247532931,2010s,8.020582621481919e-05,1244988405.060155,18275.21851537895,141.17443848,5.414056482360815e-08,1.4353892247532931
CHL,2018,3.0,295403000000.0,15772.33348,84.90000153,134.4373169,15877533.0,17.35736084,18729160.0,258721.0,1.4007301071728724,2010s,0.00022142779341579704,1348002575.9926255,18605.094380846193,151.79467774,1.601780325439048e-07,4.202190321518617
