ISO3,Year,Attack_Count,GDP_USD,GDP_per_capita_USD,Internet_Penetration,Cellular Subscription,No. of Internet Users,Broadband Subscription,Population,Population Growth,Growth Rate (%),Decade,Penetration_Index,Digital_Exposure_Index,Economic_Exposure,Connectivity_Score,Attack_Density,Growth_Adjusted_Risk
ABW,2005,,2359776536.0,23591.15984,25.39999962,103.3849487,24002.0,12.27019596,100031.0,1294.0,1.3105522752362335,2000s,,609650.79087924,98315.82934755438,115.65514465999999,,
ABW,2006,,2469832402.0,24495.01539,28.0,108.128212,26774.0,13.83759403,100834.0,803.0,0.8027511471443852,2000s,,749672.0,92247.419212669,121.96580603000001,,
ABW,2007,,2677653631.0,26452.23195,30.89999962,112.2147369,29910.0,15.80288887,101222.0,388.0,0.3847908443580538,2000s,,924218.9886342,89523.69210966233,128.01762577,,
ABW,2008,,2843016760.0,28048.15177,52.0,119.1874313,50963.0,18.1495285,101358.0,136.0,0.1343581434865938,2000s,,2650076.0,55785.89878931774,137.3369598,,
ABW,2009,,2553631285.0,25170.83236,58.0,126.1643066,57549.0,18.53038216,101455.0,97.0,0.0957003887211665,2000s,,3337842.0,44373.165215729205,144.69468876,,
ABW,2010,,2453631285.0,24134.47386,62.0,129.6363678,62219.0,18.90153313,101669.0,214.0,0.2109309546104184,2010s,,3857578.0,39435.40212796734,148.53790092999998,,
ABW,2012,,2615083799.0,25496.84394,74.0,131.6302643,75573.0,0.0,102560.0,514.0,0.503694412323854,2010s,,5592402.0,34603.41390443677,131.6302643,,
ABW,2013,,2727932961.0,26442.4268,78.90000153,134.5495758,81181.0,18.61204529,103159.0,599.0,0.5840483619344774,2010s,,6405181.02420693,33603.09630332221,153.16162109,,
ABW,2014,0.0,2791061453.0,26895.05717,83.77999878,134.6194611,86802.0,18.50174332,103774.0,615.0,0.5961670818833064,2010s,0.0,7272271.45410156,32154.3449805304,153.12120442,0.0,0.0
ABW,2015,0.0,2963128492.0,28399.05013,88.66122437,135.1338348,92446.0,18.20952415,104341.0,567.0,0.5463796326632875,2010s,0.0,8196375.54810902,32052.533284295696,153.34335894999998,0.0,0.0
ABW,2016,0.0,2983798883.0,28453.71556,,,,,104872.0,531.0,0.5089082910840418,2010s,0.0,,,,0.0,0.0
ABW,2017,0.0,3092178771.0,29348.41897,,,,,105366.0,494.0,0.471050423373255,2010s,0.0,,,,0.0,0.0
ABW,2018,0.0,3202234637.0,30253.71423,,,,,105845.0,479.0,0.4546058500844675,2010s,0.0,,,,0.0,0.0
ABW,2019,0.0,3310055866.0,31135.88436,0.0,132.6259918,0.0,17.87158775,,,,,0.0,0.0,inf,150.49757955,,
ABW,2020,0.0,2496648045.0,23384.29879,0.0,132.0645142,0.0,17.79592705,,,,,0.0,0.0,inf,149.86044124999998,,
AFG,2005,,6209137625.0,242.0313132,1.224148035,4.677582741,298829.0,0.000857557,25654277.0,927593.0,3.751384536640659,2000s,,365810.933151015,20778.22977354942,4.678440298,,
AFG,2006,,6971285595.0,263.7336019,2.107123613,9.53490448,536114.0,0.001891571,26433049.0,778772.0,3.035641971122398,2000s,,1129658.4686598822,13003.364200524515,9.536796051,,
AFG,2007,,9747879532.0,359.6931579,1.899999976,17.22510529,492163.0,0.001844982,27100536.0,667487.0,2.5251986632340446,2000s,,935109.688188088,19806.20146577455,17.226950272,,
AFG,2008,,10109305183.0,364.663542,1.840000033,28.49300385,486261.0,0.001803604,27722276.0,621740.0,2.2941981664126496,2000s,,894720.256046613,20789.87453857085,28.494807454,,
AFG,2009,,12416161049.0,437.2687402,3.549999952,36.97858429,972178.0,0.00352177,28394813.0,672537.0,2.425980464230282,2000s,,3451231.853335456,12771.489427861976,36.98210606,,
AFG,2010,,15856678596.0,543.3065262,4.0,35.00312805,1127587.0,0.005139537,29185507.0,790694.0,2.784642392256642,2010s,,4510348.0,14062.487946384625,35.008267587,,
AFG,2011,,17805113119.0,591.1900302,5.0,45.81362534,1462458.0,0.0,30117413.0,931906.0,3.193043725435368,2010s,,7312290.0,12174.785955562484,45.81362534,,
AFG,2012,,19907317066.0,638.8458516,5.454545498,49.22797775,1661808.0,0.004813651,31161376.0,1043963.0,3.466310336814121,2010s,,9064407.344940383,11979.31233090706,49.232791401,,
AFG,2013,,20146404996.0,624.3154545,5.900000095,52.0835762,1860932.0,0.004648339,32269589.0,1108213.0,3.556367343983783,2010s,,10979498.976788541,10825.975906696214,52.088224539,,
AFG,2014,0.0,20497126770.0,614.2233424,7.0,55.15951538,2290135.0,0.004494948,33370794.0,1101205.0,3.412516347822093,2010s,0.0,16030945.0,8950.182749051912,55.164010328,0.0,0.0
AFG,2015,0.0,19134211764.0,556.0072209,8.260000229,57.27106857,2788039.0,0.020535484,34413603.0,1042809.0,3.124915157847308,2010s,0.0,23029202.778460927,6862.964170874224,57.291604054,0.0,0.0
AFG,2016,13.0,18116562465.0,512.0127781,11.0,61.05463791,3809983.0,0.024873504,35383128.0,969525.0,2.8172725767772704,2010s,0.2115832611352817,41909813.0,4755.0244882982415,61.079511413999995,3.674067482106161e-07,36.624543498104515
AFG,2017,0.0,18753469630.0,516.6798622,13.5,65.92913055,4811862.0,0.025297474,36296400.0,913272.0,2.581094582706198,2010s,0.0,64960137.0,3897.3415343166535,65.954428024,0.0,0.0
AFG,2018,1.0,18053228579.0,485.6684187,16.79999924,59.12084961,6163380.0,0.043040551,37172386.0,875986.0,2.4134239208296138,2010s,0.011567517161186583,103544779.31583118,2929.111717758762,59.163890161,2.690168987269206e-08,2.4134239208296138
AFG,2019,0.0,18799450743.0,494.1793499,17.60000038,59.35601807,6647431.0,0.051740516,,,,,0.0,116994788.12602378,2828.077605168072,59.407758586,,
AFG,2020,2.0,20116137326.0,516.7478708,18.39999962,58.2558136,7170891.0,0.068253607,,,,,0.01995030678402127,131944391.67506142,2805.249351300975,58.324067207000006,,
AGO,2005,,36970918699.0,1902.42215,1.143366814,8.290372849,222396.0,0.0,19433602.0,675457.0,3.600873114052589,2000s,,254280.205966344,166239.1351418191,8.290372849,,
AGO,2006,,52381006892.0,2599.565948,1.5,15.15947914,302435.0,0.037012588,20149901.0,716299.0,3.685878716668171,2000s,,453652.5,173197.56936862465,15.196491728,,
AGO,2007,,65266452081.0,3121.996085,1.700000048,23.73331642,355465.0,0.0559665,20905363.0,755462.0,3.7492094874312287,2000s,,604290.51706232,183608.65930823007,23.78928292,,
AGO,2008,,88538610805.0,4080.941015,1.899999976,31.21990395,412139.0,0.073480219,21695634.0,790271.0,3.780230938826559,2000s,,783064.090108664,214827.06272641025,31.293384169,,
AGO,2009,,70307166934.0,3122.781743,2.299999952,36.01900864,517676.0,0.066624381,22514281.0,818647.0,3.7733260065135688,2000s,,1190654.775151552,135813.07020993828,36.085633021,,
AGO,2010,,81699556137.0,3497.974488,2.799999952,40.26060104,654197.0,0.064222649,23356246.0,841965.0,3.739693041940802,2010s,,1831751.568598544,124885.2503710656,40.324823689,,
AGO,2011,,109437000000.0,4518.31335,4.699999809,49.84677505,1140179.0,0.06530375,24220661.0,864415.0,3.701001436617854,2010s,,5358841.082225812,95982.29751644259,49.912078799999996,,
AGO,2012,,124998000000.0,4978.434435,7.699999809,50.92060089,1939499.0,0.081695303,25107931.0,887270.0,3.663277397755577,2010s,,14934141.929555692,64448.60244836424,51.002296193,,
AGO,2013,,133402000000.0,5127.717243,13.0,51.06592178,3399112.0,0.085648015,26015780.0,907849.0,3.615785784977663,2010s,,44188456.0,39246.13251931681,51.15156979499999,,
AGO,2014,0.0,137244000000.0,5094.112329,21.39999962,52.15898514,5805465.0,0.32570231,26941779.0,925999.0,3.559374348952828,2010s,0.0,124236948.79392329,23640.48357883477,52.484687449999996,0.0,0.0
AGO,2015,0.0,87219290029.0,3127.890598,22.0,49.79322433,6188099.0,0.55074203,27884381.0,942602.0,3.498662801740004,2010s,0.0,136138178.0,14094.682394221554,50.34396636,0.0,0.0
AGO,2016,28.0,49840494026.0,1728.023754,23.20000076,45.07629013,6763900.0,0.293747187,28842484.0,958103.0,3.435984467433579,2010s,0.06695653079848315,156922485.14056402,7368.603028726031,45.370037317,9.70790171886721e-07,96.20756508814021
AGO,2017,0.0,68972763787.0,2313.220584,26.0,44.68610764,7854245.0,0.325048655,29816748.0,974264.0,3.377878271510873,2010s,0.0,204210370.0,8781.590564974736,45.011156295000006,0.0,0.0
AGO,2018,0.0,77792940077.0,2524.942483,29.0,43.13051987,9069326.0,0.355604529,30809762.0,993014.0,3.33039002107138,2010s,0.0,263010454.0,8577.587802776083,43.486124399,0.0,0.0
AGO,2019,0.0,69309104807.0,2177.799015,32.40000153,46.59863663,10482564.0,0.37413007,,,,,0.0,339635089.6383229,6611.846567977072,46.9727667,,
AGO,2020,1.0,53619071176.0,1631.431691,36.0,44.55950928,12034256.0,0.701661587,,,,,0.0016566447235348593,433233216.0,4455.536858780468,45.261170867,,
ALB,2005,,8052073539.0,2673.786584,6.043890953,49.57363892,183289.0,0.008811686,3011487.0,-15452.0,-0.5104827021621513,2000s,,1107778.728884417,43931.024442274225,49.582450606,,
ALB,2006,,8896072919.0,2972.742924,9.609991074,62.35298538,288626.0,0.0,2992547.0,-18940.0,-0.6289251788236176,2000s,,2773693.283724324,30822.146719283777,62.35298538,,
ALB,2007,,10677324144.0,3595.038057,15.03611565,76.54705048,447488.0,0.329598099,2970017.0,-22530.0,-0.7528703809831558,2000s,,6728481.319987199,23860.58205806636,76.87664857899999,,
ALB,2008,,12881353508.0,4370.539925,23.86000061,61.93244934,704273.0,2.131430626,2947314.0,-22703.0,-0.7644063990206116,2000s,,16803954.20960653,18290.28446071339,64.063879966,,
ALB,2009,,12044208086.0,4114.134899,41.20000076,82.86919403,1207388.0,3.094467402,2927519.0,-19795.0,-0.6716284725685828,2000s,,49744386.51761488,9975.424706887927,85.96366143200001,,
ALB,2010,,11926922829.0,4094.348386,45.0,91.32805634,1311031.0,3.579992533,2913021.0,-14498.0,-0.4952316278732947,2010s,,58996395.0,9097.361411743886,94.908048873,,
ALB,2011,,12890764531.0,4437.142612,47.0,105.8529129,1363310.0,4.377871513,2905195.0,-7826.0,-0.2686558044037444,2010s,,64075570.0,9455.49033675393,110.23078441300001,,
ALB,2012,,12319830437.0,4247.630047,49.40000153,120.1058578,1428742.0,5.493573189,2900401.0,-4794.0,-0.1650147408349525,2010s,,70579856.98597525,8622.851737402554,125.599430989,,
ALB,2013,,12776220507.0,4413.062005,51.79999924,126.9369659,1495476.0,6.286818027,2895092.0,-5309.0,-0.1830436549980502,2010s,,77465655.66343823,8543.246770259102,133.223783927,,
ALB,2014,1.0,13228147516.0,4578.633208,54.29999924,115.9979324,1566066.0,7.180321217,2889104.0,-5988.0,-0.2068328053132681,2010s,0.0003949471833006852,85037382.60978983,8446.73692935036,123.178253617,3.4612807292503143e-07,-0.2068328053132681
ALB,2015,0.0,11386850130.0,3952.802538,56.90000153,117.6592178,1640132.0,8.40231514,2880703.0,-8401.0,-0.2907821940643189,2010s,0.0,93323513.30940196,6942.642500725551,126.06153293999999,0.0,-0.0
ALB,2016,2.0,11861199831.0,4124.05539,59.59999847,116.7444458,1717114.0,9.228640556,2876101.0,-4602.0,-0.159752671483315,2010s,0.0008002632855831904,102339991.77281559,6907.636785327008,125.973086356,6.953858713584815e-07,-0.31950534296663
ALB,2017,0.0,13019689337.0,4531.019374,62.40000153,125.71035,1796721.0,10.52684498,2873457.0,-2644.0,-0.0919300121935912,2010s,0.0,112115393.14898312,7246.361197425755,136.23719498,0.0,-0.0
ALB,2018,0.0,15156432310.0,5287.663694,65.40000153,94.17700195,1881570.0,12.55565929,2866376.0,-7081.0,-0.2464279089612268,2010s,0.0,123054680.87880209,8055.205126569833,106.73266124,0.0,-0.0
ALB,2019,0.0,15401830754.0,5396.215864,68.55039215,91.29301453,1970058.0,15.14073467,,,,,0.0,135048248.45824468,7817.958026616475,106.4337492,,
ALB,2020,1.0,15131866271.0,5332.160475,72.23999786,91.00294495,2071012.0,17.68495178,,,,,0.00025606396484188754,149609902.44803432,7306.508253452901,108.68789673,,
AND,2005,,3159905484.0,40064.22493,37.6057663,81.85932922,30026.0,13.11194801,78867.0,2623.0,3.440270709826347,2000s,,1129150.7389238,105238.9756877373,94.97127723000001,,
AND,2006,,3456442103.0,42674.75897,48.93684769,85.19748688,39267.0,18.04600334,80993.0,2126.0,2.6956775330619904,2000s,,1921603.19824323,88024.09409937097,103.24349022,,
AND,2007,,3952600602.0,47804.84993,70.87000275,76.8020401,55411.0,22.40578651,82684.0,1691.0,2.087834751151334,2000s,,3926977.7223802498,71332.41778708198,99.20782661,,
AND,2008,,4085630584.0,48719.65877,70.04000092,76.55672455,53282.0,24.6500206,83862.0,1178.0,1.4247012723138697,2000s,,3731871.32901944,76679.37735070004,101.20674515,,
AND,2009,,3674409558.0,43504.21565,78.52999878,76.42281342,58017.0,27.16100502,84463.0,601.0,0.716653549879564,2000s,,4556074.93921926,63333.32571487667,103.58381844,,
AND,2010,,3449925739.0,40849.76128,81.0,77.55568695,57949.0,29.01396179,84449.0,-14.0,-0.0165753051632075,2010s,,4693869.0,59533.8269685413,106.56964873999999,,
AND,2011,,3629133574.0,43333.97304,81.0,77.66725922,57175.0,30.76289368,83747.0,-702.0,-0.8312709445937785,2010s,,4631175.0,63474.13334499344,108.43015290000001,,
AND,2012,,3188652765.0,38684.56653,82.69999695,77.48068237,58746.0,32.64100266,82427.0,-1320.0,-1.5761758630159888,2010s,,4858294.0208247,54278.6362475743,110.12168503,,
AND,2013,,3193512950.0,39538.35521,84.40000153,79.147995,60249.0,34.33530426,80774.0,-1653.0,-2.005410848387058,2010s,,5085015.69218097,53005.244070441004,113.48329926,,
AND,2014,0.0,3271685597.0,41302.38214,86.09999847,83.62390137,61685.0,36.31979752,79213.0,-1561.0,-1.9325525540396664,2010s,0.0,5311078.4056219505,53038.5928021399,119.94369889000001,0.0,-0.0
AND,2015,0.0,2789881259.0,35770.91865,87.90000153,91.44351196,63082.0,39.34573364,78011.0,-1202.0,-1.5174276949490613,2010s,0.0,5544907.89651546,44226.26516280397,130.7892456,0.0,-0.0
AND,2016,0.0,2896610480.0,37474.74584,89.69999695,98.49282837,65089.0,42.03268051,77297.0,-714.0,-0.9152555408852596,2010s,0.0,5838483.10147855,44502.30422959333,140.52550888,0.0,-0.0
AND,2017,0.0,3000162081.0,38964.66201,91.56746674,104.3324127,67625.0,44.52409744,77001.0,-296.0,-0.3829385357775852,2010s,0.0,6192249.9382925,44364.68881330869,148.85651014,0.0,-0.0
AND,2018,0.0,3218419897.0,41793.31884,0.0,107.282547,0.0,46.31197739,77006.0,5.0,0.0064934221633485,2010s,0.0,0.0,inf,153.59452439,0.0,0.0
AND,2019,0.0,3155149348.0,40898.41791,0.0,113.9573746,0.0,47.13126373,,,,,0.0,0.0,inf,161.08863832999998,,
AND,2020,0.0,2891001149.0,37416.69772,0.0,121.6592255,0.0,47.88714218,,,,,0.0,0.0,inf,169.54636768,,
ARB,2014,0.0,2876010000000.0,7414.312109,,,,,387907748.0,8202029.0,2.1601015179863543,2010s,0.0,,,,0.0,0.0
ARB,2015,0.0,2518700000000.0,6359.900578,,,,,396028278.0,8120530.0,2.093417840161316,2010s,0.0,,,,0.0,0.0
ARB,2016,0.0,2495860000000.0,6177.227235,,,,,404024433.0,7996155.0,2.0190868794475327,2010s,0.0,,,,0.0,0.0
ARB,2017,0.0,2584100000000.0,6272.949782,,,,,411898965.0,7874532.0,1.9490237116427067,2010s,0.0,,,,0.0,0.0
ARB,2018,0.0,2785880000000.0,6635.381394,,,,,419790588.0,7891623.0,1.9159123160214784,2010s,0.0,,,,0.0,0.0
ARE,2005,,180617000000.0,39365.45964,40.0,98.82128906,1712398.0,2.818519115,4588225.0,519655.0,12.772423726272375,2000s,,68495920.0,105476.06339180494,101.639808175,,
ARE,2006,,222117000000.0,41907.42147,52.0,104.1341858,2547457.0,4.539851189,5300174.0,711949.0,15.516871992982034,2000s,,132467764.0,87191.6581908939,108.674036989,,
ARE,2007,,257916000000.0,41809.46216,61.0,125.3316727,3582310.0,6.156751156,6168838.0,868664.0,16.389348727041792,2000s,,218520910.0,71997.11917729063,131.488423856,,
ARE,2008,,315475000000.0,44498.94051,63.0,131.9945221,4402873.0,7.864842892,7089487.0,920649.0,14.924188315530412,2000s,,277380999.0,71652.07808628594,139.85936499200002,,
ARE,2009,,253547000000.0,32024.19778,64.0,134.7906647,5115301.0,8.720368385,7917372.0,827885.0,11.67764324837608,2000s,,327379264.0,49566.38915285728,143.511033085,,
ARE,2010,,289787000000.0,33893.27725,68.0,127.7898788,5767607.0,9.202562332,8549988.0,632616.0,7.990227060191185,2010s,,392197276.0,50243.88797641725,136.992441132,,
ARE,2011,,350666000000.0,39194.67527,78.0,131.0796204,6688664.0,9.690282822,8946777.0,396789.0,4.640813530966359,2010s,,521715792.0,52426.91216063477,140.769903222,,
ARE,2012,,374591000000.0,40976.49642,84.99999237,150.6876068,7365229.0,10.44662189,9141596.0,194819.0,2.177532758444745,2010s,,626044408.8033028,50859.38264784435,161.13422869,,
ARE,2013,,390108000000.0,42412.63649,88.0,174.6434479,7701631.0,11.32794285,9197910.0,56314.0,0.6160193471687001,2010s,,677743528.0,50652.6474716849,185.97139075,,
ARE,2014,4.0,403137000000.0,43751.81731,90.40000153,182.5342407,7987705.0,11.84873295,9214175.0,16265.0,0.1768336502531553,2010s,0.00010002710311694208,722088544.2211887,50469.69060574971,194.38297365,4.341137432271473e-07,0.7073346010126212
ARE,2015,4.0,358135000000.0,38663.38826,90.5,193.7034912,8069803.0,13.32678795,9262900.0,48725.0,0.5288048034685688,2010s,0.00011306781159622952,730317171.5,44379.6459467474,207.03027915,4.3183020436364424e-07,2.1152192138742754
ARE,2016,3.0,357045000000.0,38141.87689,90.6000061,212.6389923,8148806.0,13.86163616,9360980.0,98080.0,1.0588476610996556,2010s,8.586648637267528e-05,738281873.3077166,43815.6215769525,226.50062846,3.2047926605975013e-07,3.1765429832989667
ARE,2017,1.0,385606000000.0,40644.79119,94.8199234,208.9786072,8598552.0,29.11110878,9487203.0,126223.0,1.3483951466619948,2010s,2.5676704551545932e-05,815314041.9909167,44845.45770031978,238.08971598,1.0540514417157512e-07,1.3483951466619948
ARE,2018,2.0,422215000000.0,43839.32449,98.45000458,208.504837,8998500.0,31.40460968,9630959.0,143756.0,1.5152621905528951,2010s,4.587344274506354e-05,885902366.21313,46920.597877424014,239.90944668,2.076636397268434e-07,3.0305243811057903
ARE,2019,0.0,417216000000.0,42701.44305,99.15000153,200.6320801,9133361.0,31.17494392,,,,,0.0,905572757.1240423,45680.445566533504,231.80702402,,
ARE,2020,1.0,358869000000.0,36284.55524,100.0,185.7794189,9287286.0,32.81082916,,,,,2.7287064795257774e-05,928728600.0,38640.89035268215,218.59024806,,
ARG,2005,,198737000000.0,5109.852245,17.72058296,56.96774673,6923521.0,2.382751703,38892931.0,400959.0,1.041669156363306,2000s,,122688828.25580217,28704.61431401739,59.350498433,,
ARG,2006,,232557000000.0,5919.012338,20.92720222,80.19976807,8261401.0,4.030842304,39289878.0,396947.0,1.0206147744432017,2000s,,172888009.34751022,28149.82591935678,84.23061037400001,,
ARG,2007,,287531000000.0,7245.446857,25.94663239,101.8079605,10346509.0,6.551710129,39684295.0,394417.0,1.0038641504562575,2000s,,268457065.54282653,27790.146415568768,108.359670629,,
ARG,2008,,361558000000.0,9020.873323,28.11262321,116.0393906,11322013.0,7.771278858,40080160.0,395865.0,0.9975356750069518,2000s,,318291485.4477217,31934.07391424122,123.810669458,,
ARG,2009,,332976000000.0,8225.137583,34.0,129.6422119,13832677.0,8.672885895,40482788.0,402628.0,1.004556868036455,2000s,,470311018.0,24071.696317350576,138.315097795,,
ARG,2010,,423627000000.0,10385.96443,45.0,139.5800171,18495056.0,9.85001564,40788453.0,305665.0,0.7550492816848484,2010s,,832277520.0,22904.877930621027,149.43003274,,
ARG,2011,,530163000000.0,12848.8642,51.0,146.9554596,21175575.0,11.06478119,41261490.0,473037.0,1.1597326331547804,2010s,,1079954325.0,25036.53383674351,158.02024079,,
ARG,2012,,545982000000.0,13082.66433,55.79999924,154.059021,23409419.0,12.33040047,41733271.0,471781.0,1.1433930282207454,2010s,,1306245562.4088416,23323.176025855235,166.38942147,,
ARG,2013,,552025000000.0,13080.25473,59.90000153,159.6394653,25390573.0,14.81423759,42202935.0,469664.0,1.1253946521469644,2010s,,1520895361.5475767,21741.336833950143,174.45370289000002,,
ARG,2014,0.0,526320000000.0,12334.79825,64.69999695,143.6158295,27707168.0,15.29042816,42669500.0,466565.0,1.1055273762357998,2010s,0.0,1792653685.0931375,18995.806428141626,158.90625766,0.0,0.0
ARG,2015,0.0,594749000000.0,13789.06042,68.0430603,143.5668335,29433430.0,15.9158926,43131966.0,462466.0,1.0838327142338204,2010s,0.0,2002740652.3258288,20206.581427988516,159.4827261,0.0,0.0
ARG,2016,2.0,557531000000.0,12790.24247,70.96897888,146.4538269,30990901.0,16.66727066,43590368.0,458402.0,1.0627894865724414,2010s,0.0002172730581635476,2199392598.5411706,17990.15136733198,163.12109756,4.5881695699380194e-08,2.125578973144883
ARG,2017,3.0,643629000000.0,14613.04182,74.29490662,140.877121,32730336.0,17.84999657,44044811.0,454443.0,1.0425307719356716,2010s,0.0002726559808050473,2431697256.7612247,19664.60106000745,158.72711757,6.81124502952232e-08,3.1275923158070147
ARG,2018,0.0,524820000000.0,11795.15939,77.69999695,132.0931549,34509360.0,19.10152245,44494502.0,449691.0,1.0209851961903071,2010s,0.0,2681377166.746452,15208.047903525305,151.19467735,0.0,0.0
ARG,2019,2.0,452818000000.0,10076.35524,79.90000153,125.8421097,35751668.0,19.63610649,,,,,0.0002453454429346572,2856558327.900052,12665.646816814253,145.47821618999998,,
ARG,2020,2.0,389591000000.0,8585.694742,85.5,121.1704025,38505807.0,21.1780014,,,,,0.00026930129684357923,3292246498.5,10117.720685609835,142.3484039,,
ARM,2005,,4900469950.0,1643.756889,5.25298357,10.66807461,160072.0,0.066750102,2981269.0,-19451.0,-0.6482110960036258,2000s,,840855.58601704,30614.16081513319,10.734824712,,
ARM,2006,,6384451606.0,2158.148074,5.631787777,42.58388138,170445.0,0.0,2958307.0,-22962.0,-0.7702089278089297,2000s,,959910.0676507651,37457.54704450116,42.58388138,,
ARM,2007,,9206301700.0,3139.28071,6.021253586,63.98416138,180902.0,0.132986978,2932618.0,-25689.0,-0.868368293081144,2000s,,1089256.816214572,50891.099600888876,64.11714835800001,,
ARM,2008,,11662040714.0,4010.861381,6.210000038,49.59386063,185271.0,0.474580914,2907618.0,-25000.0,-0.8524806162957467,2000s,,1150532.917040298,62945.850748363206,50.068441544,,
ARM,2009,,8647936748.0,2994.340471,15.30000019,75.88054657,453538.0,1.38111949,2888092.0,-19526.0,-0.671546262266914,2000s,,6939131.48617222,19067.722545850622,77.26166606000001,,
ARM,2010,,9260284938.0,3218.378299,25.0,134.3387299,736574.0,3.25254178,2877319.0,-10773.0,-0.3730144330582267,2010s,,18414350.0,12572.104008558543,137.59127168,,
ARM,2011,,10142111334.0,3525.807198,32.0,111.6347122,937275.0,5.582161427,2876538.0,-781.0,-0.0271433233506608,2010s,,29992800.0,10820.849093382412,117.216873627,,
ARM,2012,,10619320049.0,3681.844691,37.5,115.2069168,1092910.0,7.352142811,2884229.0,7691.0,0.2673700121465456,2010s,,40984125.0,9716.55493041513,122.55905961100001,,
ARM,2013,,11121465767.0,3838.17388,41.90000153,115.484848,1215681.0,8.388287544,2897584.0,13355.0,0.4630353553757347,2010s,,50937035.75999193,9148.342177758803,123.87313554400001,,
ARM,2014,5.0,11609512940.0,3986.231624,54.62280655,118.7723618,1578565.0,9.369734764,2912403.0,14819.0,0.511426070823141,2010s,0.0022550416932664036,86225650.62160075,7354.472536765987,128.14209656399998,1.7167953748159165e-06,2.5571303541157047
ARM,2015,1.0,10553337673.0,3607.289299,59.10083389,118.4217148,1701275.0,9.786833763,2925553.0,13150.0,0.451517183576586,2010s,0.0004612522829830164,100546771.17620975,6203.193295028728,128.208548563,3.4181571825907784e-07,0.451517183576586
ARM,2016,44.0,10546135160.0,3591.828052,64.34603119,116.9754639,1844055.0,10.18921757,2936146.0,10593.0,0.3620853903518412,2010s,0.018746401869272757,118657620.54607546,5718.991656973355,127.16468146999999,1.4985630823535342e-05,15.931757175481012
ARM,2017,2.0,11527458566.0,3914.527854,64.74488068,118.4642334,1846478.0,10.70768642,2944809.0,8663.0,0.2950466359642879,2010s,0.000777121038505,119549997.78824502,6242.943899683614,129.17191982,6.791611951742881e-07,0.5900932719285757
ARM,2018,0.0,12457941907.0,4220.540321,68.24504852,121.2590179,1935814.0,11.77093506,2951776.0,6967.0,0.2365858023389632,2010s,0.0,132109720.35569528,6435.505635872041,133.02995296,0.0,0.0
ARM,2019,0.0,13619291361.0,4604.646324,66.54395294,122.3487549,1876941.0,13.04053688,,,,,0.0,124899073.57515654,7256.110533575643,135.38929178,,
ARM,2020,4.0,12641209802.0,4266.018074,76.51000214,117.7357712,2146572.0,14.52486324,,,,,0.001209705210704006,164234228.31366408,5889.022032338072,132.26063444,,
ASM,2014,0.0,643000000.0,11525.15639,,,,,55791.0,78.0,0.1400032308437887,2010s,0.0,,,,0.0,0.0
ASM,2015,0.0,673000000.0,12059.63516,,,,,55812.0,21.0,0.0376404796472549,2010s,0.0,,,,0.0,0.0
ASM,2016,0.0,671000000.0,12038.2497,,,,,55741.0,-71.0,-0.1272127857808356,2010s,0.0,,,,0.0,-0.0
ASM,2017,0.0,612000000.0,11003.82976,,,,,55620.0,-121.0,-0.2170754023070989,2010s,0.0,,,,0.0,-0.0
ASM,2018,0.0,639000000.0,11521.60978,,,,,55465.0,-155.0,-0.2786767349874146,2010s,0.0,,,,0.0,-0.0
ATG,2005,,1022962963.0,12557.54785,27.0,105.5668106,21567.0,7.120849609,81465.0,1129.0,1.4053475403306113,2000s,,582309.0,47431.86177957064,112.687660209,,
ATG,2006,,1157662963.0,13995.80442,30.0,133.2184601,24273.0,1.863271475,82704.0,1239.0,1.5208985453875898,2000s,,728190.0,47693.4438676719,135.081731575,,
ATG,2007,,1312759259.0,15622.69287,34.0,133.7455139,27892.0,2.696784258,84026.0,1322.0,1.5984716579609208,2000s,,948328.0,47065.79875950093,136.442298158,,
ATG,2008,,1370070370.0,16044.1058,38.0,159.9494171,31641.0,5.838612556,85397.0,1371.0,1.6316378263870706,2000s,,1202358.0,43300.47628077494,165.788029656,,
ATG,2009,,1228329630.0,14160.562,42.0,155.5403137,35509.0,18.46079445,86746.0,1349.0,1.579680785039287,2000s,,1491378.0,34592.064828635,174.00110815000002,,
ATG,2010,,1148700000.0,13048.96058,47.0,190.8142853,40284.0,8.087199211,88028.0,1282.0,1.4778779424987896,2010s,,1893348.0,28515.043193327376,198.901484511,,
ATG,2011,,1137637037.0,12746.63347,52.0,197.2012177,45109.0,6.722463131,89253.0,1225.0,1.3916026718771302,2010s,,2345668.0,25219.735241304395,203.923680831,,
ATG,2012,,1199948148.0,13272.73494,58.0,140.894165,50859.0,14.4565258,90409.0,1156.0,1.2951945592865226,2010s,,2949822.0,23593.624491240487,155.3506908,,
ATG,2013,,1181448148.0,12910.59063,63.40000153,124.9595718,56117.0,17.09755707,91516.0,1107.0,1.2244356203475315,2010s,,3557817.88585901,21053.30199404815,142.05712887,,
ATG,2014,0.0,1249733333.0,13501.58092,67.77999878,129.6871338,60495.0,11.61815834,92562.0,1046.0,1.142969535381791,2010s,0.0,4100351.0261961,20658.456616249277,141.30529214,0.0,0.0
ATG,2015,0.0,1336692593.0,14285.32978,70.0,188.1025085,62971.0,10.68764305,93566.0,1004.0,1.084678377736004,2010s,0.0,4407970.0,21227.113957218404,198.79015155,0.0,0.0
